lit_id,title,year,author,doi,document_type,purpose,data_collection,modeling,adaptive_management,sediment_characteristic,sediment_source,covered_topics_ecohydrology,covered_topics_ecohydraulics,covered_topics_ecological_systems,covered_topics_future_conditions,risk_and_uncertainty,special_cases,geography,sustainable_sediment_management,land_use,channel_type,site_names,longitude,latitude
L0239,The statistical review of three papers on specific gage analysis,2009,"Samaranayake, VA",https://www.mvs-wc.usace.army.mil/arec/Documents/Physical_Effects/The_Statistical_Review_of_Three_Paperson_Specific_Gage_Analysis.pdf,Government Report,Analysis,Hydraulics,Frequency Analysis,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Missouri,Not Applicable,Not Applicable,Regulated Rivers,Mississippi River,5.6843418860808e-14,5.6843418860808e-14
L0240,Evaluating the Effectiveness of Postfire Rehabilitation Treatments,2000,"Robichaud, PR, Beyers, JL, Neary, DG",https://www.fs.usda.gov/research/treesearch/23617,Government Report,"Maintenance,Reporting","Water Quality,Sediment,Ecological",Regression,Flood risk,"Suspended,Bedload,Gravel,Sand,Silt,Clay,Woody Particles",Erosion,Yes,Yes,Yes,Not Applicable,Flood,"Debris flow,wildfire",Western USA,"Sediment Release,Land Management,Deposition Control","Urban,forestry","Mountain torrents,Alluvial fans",US Forest Service Regions 1 through 6,5.6843418860808e-14,5.6843418860808e-14
L0241,Climate and Hydrology Datasets for Use in the River Management Joint Operating Committee (RMJOC) Agencies' Longer-Term Planning Studies Part IV - Summary,2011,RMJOC,https://www.usbr.gov/pn/climate/planning/reports/index.html,Government Report,"Planning,Operations,Reporting","Water Quality,Public Participation,Hydraulics","Hydraulic Modeling,Frequency Analysis","Flood risk,watershed planning,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,Northwest USA,Land Management,Not Applicable,Regulated Rivers,"Chief Joseph Dam,Kotenay River,The Dalles,North Fork Clearwater River,Ice Harbor Lock and Dam (Ice Harbor on Snake River),Flathead River,Willamette River,Yakima River",5.6843418860808e-14,5.6843418860808e-14
L0242,Characterization of Sedimentation Pattern in Reservoirs,2012,"Rahmanian, MR, Banihashemi, MA",https://doi.org/10.1139/l2012-079,Journal Article,"Planning,Analysis","Bathymetry,Sediment",Frequency Analysis,Not Applicable,"Silt,Clay",Reservoir pool,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Iran,deposition control,Not Applicable,Not Applicable,"Dez Dam,Sefidrud Dam (Manjil Dam),Dorudzan Dam (Doroodzan Dam),Minab Dam,Karaj Dam (Amir Kabir Dam),Sadd-e Barun Dam (Makoo Dam),Latyan Dam (Latian Dam),Karkheh Dam (Kardeh Dam)",5.6843418860808e-14,5.6843418860808e-14
L0243,Streambank Erosion and River Width Adjustment,2008,"Pizzuto, JE",https://sp360.asce.org/PersonifyEbusiness/Merchandise/Product-Details/productId/232121132,Book,"Planning,Analysis","Bathymetry,Sediment,Hydraulics","Sediment Transport Modeling,Frequency Analysis,Regression",Not Applicable,"Suspended,Bedload",Bank erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,USA,sediment release,Not Applicable,Not Applicable,"Powder River,Oaklimeter Creek,Brandywine Creek",5.6843418860808e-14,5.6843418860808e-14
L0244,Effects of hydrologic regime on magnitude and frequency of dominant discharge,1976,"Pickup, G, Warner, RF",https://doi.org/10.1016/0022-1694(76)90005-6,Journal Article,Analysis,"Sediment,Hydraulics","Hydraulic Modeling,Frequency Analysis,Regression",Flood,"Sand,Bedload",Bank erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,Australia,sediment release,Lowland,Not Applicable,Cumberland Plain (Cumberland Basin),5.6843418860808e-14,5.6843418860808e-14
L0245,Modeling Erosion of an Unlined Spillway Chute Cut in Rock,2010,"Perlea, V, Mathews, D, Walberg, F",https://hdl.handle.net/20.500.11970/100271,Conference Paper,"Planning,Analysis","Bathymetry,Sediment,Hydraulics","Sediment Transport Modeling,Hydraulic Modeling,Frequency Analysis","Flood risk,Operations",Rock,"Headcut,Bank erosion,Emergency spillway",Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,Kansas,flood diversion,Not Applicable,Regulated Rivers,Tuttle Creek Spillway,5.6843418860808e-14,5.6843418860808e-14
L0246,Einstein's Bed Load Function Applied to Channel Design and Degradation,1972,"Pemberton, EL",https://books.google.com/books/about/Sedimentation_Symposium_to_Honor_Profess.html?id=bSZAAAAAIAAJ,Conference Paper,"Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Sediment Transport Modeling,Regression",Not Applicable,"Gravel,Sand,Bedload",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"New Mexico,Nebraska","Sediment release,Deposition control",Not Applicable,Regulated Rivers,"Rio Grande,Middle Loup River,Niobrara River",5.6843418860808e-14,5.6843418860808e-14
L0247,Self-accelerating turbidity currents,1986,"Parker, G, Fukushima, Y, Pantin, HM",https://doi.org/10.1017/S0022112086001404,Journal Article,Analysis,"Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling",Not Applicable,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,California,"Sediment release,Deposition control",Not Applicable,Not Applicable,Scripps Submarine Canyon,5.6843418860808e-14,5.6843418860808e-14
L0248,Surface-based bedload transport relation for gravel rivers,1990,"Parker, G",https://doi.org/10.1080/00221689009499058,Journal Article,Analysis,"Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Regression",Not Applicable,"Bedload,Gravel",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"CaNot Applicableda,Oregon","Sediment release,Deposition control",Not Applicable,Not Applicable,"Elbow River,Oak Creek",5.6843418860808e-14,5.6843418860808e-14
L0249,Measurement and Analysis of Suspended Sediment Loads in Streams,1951,"Nelson, ME, Benedict, PC",https://doi.org/10.1061/TACEAT.0006548,Journal Article,"Reporting,Analysis","Water Quality,Sediment,Hydraulics","Laboratory Analysis,Regression",Not Applicable,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,USA,Sediment release,Not Applicable,Not Applicable,Rio Grande,5.6843418860808e-14,5.6843418860808e-14
L0250,Soil and water assessment tool theoretical documentation version 2009,2012,"Nelson, JM, McDonald, RR, Kinzel, PJ, Shimizu, Y",https://pubs.er.usgs.gov/publication/70189363,Conference Paper,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling",Not Applicable,Sand,Erosion,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Colorado,"Sediment release,Deposition control",Not Applicable,Regulated Rivers,Colorado River at Blue River,5.6843418860808e-14,5.6843418860808e-14
L0251,Hydraulic Design of Reservoir Outlet Works,1980,USACE,EM 1110-2-1602,USACE EM,Design,Not Applicable,Hydraulic Equations,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0252,Ice Engineering,2006,USACE,EM 1110-2-1612,USACE EM,"Planning,Design,Construction,Operations,Maintenance",Not Applicable,"Hydraulic Modeling,Hydraulic Equations,Frequency Analysis",Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Not Applicable,Not Applicable,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0253,Dredging and Dredged Material Management,2015,USACE,EM 1110-2-5025,USACE EM,"Planning,Operations,Maintenance,Analysis",Sediment,Laboratory Analysis,"Maintenance,Watershed planning",Not Applicable,Reservoir Pool,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Beneficial use of dredged materials,"Forestry,Multi-use,Upland,Island,Wetlands,Beach",,,5.6843418860808e-14,5.6843418860808e-14
L0254,"Reservoir Roadmap, Presented to the 2010 Kansas Legislature by the Kansas Water Authority, Volume I-III",2010,Kansas Water Authority,,Government Report,Planning,"Bathymetry,Water Quality,Sediment,Ecological,Storage,Rainfall,Water Usage","Groundwater Modeling,","Flood risk,Economics,Maintenance,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,"Flood,drought",Not Applicable,Kansas,Land Management,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0255,"Design Manual, Debris Dams and Basins",1979,Los Angeles County Flood Control District,https://dpw.lacounty.gov/ldd/lib/fp/Storm%20Drain/LA%20County%20Flood%20Control%20Debris%20Dams%20and%20Basins%20Design%20Manual.pdf,Design Manual,"Design,Analysis",Sediment,Regression,"Maintenance,Watershed planning",Not Applicable,Debris,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Adaptive MaNot Applicablegement,Not Applicable,Los Angeles,Not Applicable,Urban,,,5.6843418860808e-14,5.6843418860808e-14
L0256,Sedimentation Manual,2006,Los Angeles County Department of Public Works,https://dpw.lacounty.gov/wrd/publication/engineering/2006_sedimentation_manual/Sedimentation%20Manual-Second%20Edition.pdf,Design Manual,"Design,Analysis",Sediment,Hydraulic Equations,Watershed planning,Not Applicable,"Debris,Suspended",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Los Angeles,Not Applicable,Urban,,,5.6843418860808e-14,5.6843418860808e-14
L0257,Entrainment of Gravel from Naturally Sorted Riverbed Material,1983,"Andrews, ED",https://pubs.geoscienceworld.org/gsa/gsabulletin/article/94/10/1225/202820/Entrainment-of-gravel-from-naturally-sorted,Journal Article,Analysis,Not Applicable,"Hydraulic Equations,Sediment Transport Modeling,Regression",Not Applicable,"Gravel,Sand,Suspended",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Colorado,NW",Not Applicable,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0258,Reservoir Sedimentation,1987,"Annandale, GW",https://www.elsevier.com/books/reservoir-sedimentation/annandale/978-0-444-42729-8,Book,"Planning,Design,Construction,Operations,Maintenance,Analysis",Not Applicable,"Hydraulic Equations,Hydraulic Modeling,Sediment Transport Modeling,Regression","Flood risk,Economics,Watershed Planning,Maintenance,Operations","Cohesive,Gravel,Sand,Suspended","Bank erosion,reservoir pool,Reservoir release,Suspended",Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Flood,drought,Adaptive MaNot Applicablegement",Not Applicable,Not Applicable,"Sediment release,Flood diversion,Silt dams,Deposition control",Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0259,Erodibility,1995,"Annandale, GW",https://doi.org/10.1080/00221689509498656,Journal Article,Analysis,"Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Regression",Not Applicable,"Cohesive,Gravel,Sand,Suspended,Rock","Headcut,Erosion,Emergency Spillway,Plunge Pool",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Kansas,Arkansas,Bartlett Dam, ArizoNot Applicable,South Africa",Not Applicable,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0260,"Rheologic, geomorphic, and sedimentologic differentiation of water floods, hyperconcentrated flows, and debris flows",1988,"Costa, JE",https://www.google.com/books/edition/Flood_Geomorphology/gl7nwAEACAAJ?hl=en,Book,Analysis,"Water Quality,Sediment,Hydraulics",Hydraulic Equations,Not Applicable,Not Applicable,"Suspended,Debris,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Debris flow,USA,Not Applicable,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0261,A Guide to the Proper Selection and Use of Federally Approved Sediment and Water-Quality Samplers,2005,"Davis, BE",https://pubs.usgs.gov/of/2005/1087/pdf/OFR_2005-1087.pdf,USGS Report,Analysis,Water Quality,Not Applicable,Not Applicable,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0262,Sediment Fingerprinting: Review of the Method and Future Improvements for Allocating Nonpoint Source Pollution,2009,"Davis, CM, Fox, JF",https://doi.org/10.1061/(ASCE)0733-9372(2009)135:7(490),Journal Article,Analysis,"Water Quality,Sediment",Not Applicable,Not Applicable,Suspended,"Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0263,Impact of turbidity currents on reservoir sedimentation,2001,"De Cesare, G, Schleiss, A, Herman, F",https://doi.org/10.1061/(ASCE)0733-9429(2001)127:1(6),Journal Article,Analysis,"Water Quality,Sediment,Hydraulics","Hydraulic Equations,Hydraulic Modeling,Laboratory Analysis,Sediment Transport Modeling,Regression",Operations,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Swiss Alps,"Sediment Release,Deposition Control",Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0264,Sediment trap efficiency of small reservoirs,1974,"Dendy, FE",https://doi.org/10.13031/2013.36994,Journal Article,Design,"Bathymetry,Hydraulics",Regression,Watershed Planning,Not Applicable,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,USA,Deposition control,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0265,Sediment yield-runoff-drainage area relationships in the United States,1976,"Dendy, FE, Bolton, GC",https://people.wou.edu/~taylors/andrews_forest/refs/dendy_bolton_1976.pdf,Journal Article,Analysis,"Bathymetry, Hydraulics","Hydraulic Equations,Regression",Watershed Planning,Suspended,"Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,USA,"Land Management,Depostion Control",Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0266,The Bed-Load Function for Sediment Transportation in Open Channel Flows,1950,"Einstein, HA",https://ageconsearch.umn.edu/record/156389/files/tb1026.pdf,USDA Technical Bulletin,Analysis,Not Applicable,"Hydraulic Equations,Regression",Watershed Planning,"Cohesive,Gravel,Sand,Suspended","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Mississippi,"Sediment Release,Land Management,Deposition Control",Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0267,"A physical, movable-bed model for non-uniform sediment transport, fluvial erosion and bank failure in rivers",2014,"El Kadi Abderrezzak, K, Moran, AD, Mosselman, E, Bouchard, J-P, Habersack, H, Aelbrecht, D",https://doi.org/10.1016/j.jher.2013.09.004,Journal Article,Analysis,Not Applicable,"Hydraulic Equations,Laboratory Analysis",Maintenance,"Cohesive,Gravel,Sand,Bedload","Bank erosion, Suspended",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,France,Sediment release,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0268,Influence of Stratification and Shoreline Erosion on Reservoir Sedimentation Patterns,2007,"Elçi, S, Work, PA, Hayter, EJ",https://doi.org/10.1061/(ASCE)0733-9429(2007)133:3(255),Journal Article,Analysis,"Bathymetry,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling",Maintenance,"Cohesive,Suspended",Bank erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Georgia,South CaroliNot Applicable","Sediment release,Deposition Control",Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0269,A monograph on sediment transport in alluvial streams,1967,"Engelund, F, Hansen, E",https://repository.tudelft.nl/record/uuid:81101b08-04b5-4082-9121-861949c336c9,Book,Analysis,Not Applicable,"Hydraulic Equations,Regression",Not Applicable,"Cohesive,Gravel,Sand,Suspended","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0270,Sediment Transport Under Ice,2004,"Ettema, R, Daly, SF",https://hdl.handle.net/11681/5380,ERDC TN,NA,Not Applicable,Not Applicable,Not Applicable,"Cohesive,Gravel,Sand,Suspended","Bank erosion,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Cold Regions,Sediment release,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0271,Field evidence for rapid downstream fining of river gravels through selective transport,1996,"Ferguson, R, Hoey, T, Wathen, S, Werritty, A",https://doi.org/10.1130/0091-7613(1996)024%3C0179:FEFRDF%3E2.3.CO;2,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling",Not Applicable,Gravel,"Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Scotland,Not Applicable,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0272,Impacts of Stabilization Measures,2001,"Fischenich, JC",https://hdl.handle.net/11681/3937,ERDC TN,"Planning,Design,Construction,Operations,Maintenance",Not Applicable,Not Applicable,"Watershed Planning,Maintenance,Operations","Cohesive,Gravel,Sand,Suspended",Bank erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0273,Environmental Considerations for Vegetation in Flood Control Channels,2001,"Fischenich, JC, Copeland, RR",https://hdl.handle.net/11681/8536,ERDC TN,"Design,Maintenance",Not Applicable,Not Applicable,"Flood risk,Watershed Planning,Maintenance,Operations",Not Applicable,Bank erosion,Yes,Yes,Yes,Not Applicable,Flood,Not Applicable,Not Applicable,Not Applicable,"Forestry,Upland,Wetland",,,5.6843418860808e-14,5.6843418860808e-14
L0274,Evaluation of Flow-Resistance Equations for Vegetated Channels and Floodplains,1998,"Flippin-Dudley SJ, Abt SR, Bonham CD, Watson CC, Fischenich JC",https://hdl.handle.net/11681/7233,ERDC TN,"Design,Analysis","Bathymetry,Hydraulics",Hydraulic Equations,Not Applicable,Not Applicable,Not Applicable,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"Oklahoma, Mississippi,Alabama",Not Applicable,Forestry,,,5.6843418860808e-14,5.6843418860808e-14
L0275,Flocculation and Settling Velocity Estimates for Reservoir Sedimentation Analysis,2016,"Floyd, IE, Smith, SJ, Scott, SH, Brown, GL",https://hdl.handle.net/11681/21569,ERDC TN,Design,Not Applicable,Hydraulic Equations,Not Applicable,Suspended,Suspended,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Deposition control,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0276,"Guidelines for the design, adjustment and operation of models for the study of river sedimentation problems, Appendix C: Checklist for Model Design and Operation",1978,"Franco, JJ",https://hdl.handle.net/11681/2950,USACE EM,Design,Not Applicable,Sediment Transport Modeling,Not Applicable,Not Applicable,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Deposition control,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0277,Downstream fining in sand-bed rivers,2010,"Frings RM, Ottevanger, W, Sloff, CJ",https://core.ac.uk/download/pdf/326241487.pdf,Conference Paper,Analysis,"Bathymetry, Sediment",Sediment Transport Modeling,Not Applicable,Sand,"Bank erosion,Erosion,Suspended",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,The Netherlands,Deposition control,Lowland,,,5.6843418860808e-14,5.6843418860808e-14
L0278,Hazard Zone Delineation for Urbanized Alluvial Fans,2004,"García, R, Rodríguez, JJ, O’Brien, JS",https://doi.org/10.1061/40737(2004)11,Conference Paper,Planning,"Bathymetry,Hydraulics","Hydraulic Modeling,Frequency Analysis",Flood Risk,Not Applicable,Debris,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Debris flow,"Venezuela,Latin America",Deposition control,Urban,,,5.6843418860808e-14,5.6843418860808e-14
L0279,Designing Reservoir Sediment Management Alternatives with Automated Concentration Constraints in a 1D Sediment Model,2016,"Gibson, S, Boyd, P",https://doi.org/10.1201/9781315623207,Book,Operations,"Water Quality,Sediment,Hydraulics",Sediment Transport Modeling,Operations,"Cohesive,Sand",Reservoir release,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Nebraska,South Dakota","Sediment Release,Deposition Control",Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0280,Flow Dependence of Suspended Sediment Gradations,2017,"Gibson, S.A., Cai, C.",https://doi.org/10. 1002/2016WR020135,Journal Article,Analysis,Sediment,Not Applicable,Not Applicable,Suspended,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0281,"Flood disturbance, recovery, and inter-flood incision on a large sandbed river",2016,"Gibson, S., Nelson, A.",DOI:10.1201/9781315644479-210,Conference Paper,Analysis,Hydraulics,"Hydraulic Equations,Hydraulic Modeling,Sediment Transport Modeling",,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0282,Incorporating sediment non-stationarity into ice-affected flood-risk projections,2020,"Gibson, S., Vuyovich, C., Weide, M.",https://doi.org/10.1002/rra.3714,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Regression",Not Applicable,Cohesive,Suspended,Not Applicable,Not Applicable,Not Applicable,Yes,"Flood,Structure failure",Ice,Michigan,Deposition control,Lowland,,,5.6843418860808e-14,5.6843418860808e-14
L0283,Downstream Hydrologic and Geomorphic Effects of Large Dams on American Rivers,2006,"Graf, W.L.",doi: 10.1016/j.geomorph.2006.06.0,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Frequency Analysis,Regression","Flood risk,Economics,Watershed Planning,Operations","Gravel,Sand,Suspended,Rock,Bedload","Bank erosion,Erosion,Suspended,Reservoir Pool,Reservoir release",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,,"Sediment Release,Deposition Control",Not Applicable,,,5.6843418860808e-14,5.6843418860808e-14
L0284,Effects of bulk density on sediment erosion rates,1997,"Jepsen, RA, Roberts, JD, Lick, W",https://doi.org/10.1007/BF02406841,Journal Article,Analysis,Not Applicable,Laboratory Analysis,Not Applicable,"Cohesive,Silt,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Michigan,Wisconsin,Southern California",Sediment release,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0285,Controlling spatial oscillations in bed level update schemes,2002,"Johnson, HK, Zyserman, JA",https://doi.org/10.1016/S0378-3839(02)00054-6,Journal Article,Analysis,"Bathymetry,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling",Not Applicable,Sand,Erosion,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Coastal,Deposition control,Beach,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0286,Influence of geometry shape factor on trapping and flushing efficiencies,2014,"Kantoush, SA, Schleiss, AJ",https://doi.org/10.1201/b17397,Book,"Design,Analysis","Sediment,Hydraulics",Laboratory Analysis,Not Applicable,Sand,"Reservoir release,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0287,"Mountain erosion over 10 yr, 10 k.y., and 10 m.y. time scales",2001,"Kirchner, JW, Finkel, RC, Riebe, C, Granger, DE, Clayton, JL, King, JG, Megahan, WF",https://doi.org/10.1130/0091-7613(2001)029%3C0591:MEOYKY%3E2.0.CO;2,Journal Article,"Planning,Analysis",Sediment,"Hydraulic Modeling,Frequency Analysis",Watershed planning,Suspended,"Suspended,Debris,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Debris flow,Central Idaho,Deposition control,Forestry,"Mountain torrents,Alluvial fans",,5.6843418860808e-14,5.6843418860808e-14
L0288,A Classification System for Excavation in Natural Materials,1982,"Kirsten, HAD",https://hdl.handle.net/10520/AJA10212019_15379,Journal Article,Construction,Sediment,Regression,Maintenance,"Gravel,Sand,Rock,Silt,Clay",Reservoir,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Land Management,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0289,Hungry Water: Effects of Dams and Gravel Mining on River Channels,1997,"Kondolf, GM",https://doi.org/10.1007/s002679900048,Journal Article,"Planning,Analysis",Bathymetry,Not Applicable,Watershed planning,"Gravel,Sand","Bank erosion,erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Structure failure,Not Applicable,"California,Germany,France,Oregon","Sediment release,Deposition Control","Upland,Beach","Mountain torrents,Alluvial fans,Deltas",,5.6843418860808e-14,5.6843418860808e-14
L0290,Progradational sand-mud deltas in lakes and reservoirs. Part I: Theory and Numerical Model,2003,"Kostic, S, Parker, G",https://doi.org/10.1080/00221680309499956,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling",Not Applicable,"Sand,Suspended,Silt,Clay","Suspended,Plunge Pool",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Deposition control,Not Applicable,Deltas,,5.6843418860808e-14,5.6843418860808e-14
L0291,Progradational sand-mud deltas in lakes and reservoirs. Part 2: Experiment and Numerical Simulation,2003,"Kostic, S, Parker, G",https://doi.org/10.1080/00221680309499957,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Modeling,Laboratory Analysis,Sediment Transport Modeling",Not Applicable,"Sand,Suspended,Silt,Clay","Suspended,Plunge Pool",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Lake Mead,ArizoNot Applicable,Nevada",Deposition control,Not Applicable,Deltas,,5.6843418860808e-14,5.6843418860808e-14
L0292,Size Frequency Distribution of Sediments,1934,"Krumbein, WC",https://doi.org/10.1306/D4268EB9-2B26-11D7-8648000102C1865D,Journal Article,"Analysis,Reporting",Sediment,"Laboratory Analysis,Frequency Analysis",Not Applicable,"Gravel,Sand,Silt,Clay",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0293,"Density of Sediments Deposited in Reservoirs, Report No. 9 of A Study of Methods Used in Measurement and Analysis of Sediment Loads in Streams",1943,"Lane, EW, Koelzer, VA",https://water.usgs.gov/fisp/docs/Report_9.pdf,Government Report,"Design,Reporting",Sediment,Frequency Analysis,Not Applicable,"Cohesive,Sand,Silt,Clay",Reservoir pool,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,"ArizoNot Applicable,California,Texas,Kansas",Deposition control,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
