entry_id,lit_id,site_id,site_name,title,year,author,doi,document_type,purpose,data_collection,modeling,adaptive_management,sediment_characteristic,sediment_source,covered_topics_ecohydrology,covered_topics_ecohydraulics,covered_topics_ecological_systems,covered_topics_future_conditions,risk_and_uncertainty,special_cases,geography,sustainable_sediment_management,land_use,channel_type
E00636,L0207,old-river-control-complex-orcc,Old River Control Complex (ORCC),Three-dimensional numerical simulation of mobile-bed hydrodynamics,1994,"Spasojevic, M, Holly, FM",http://hdl.handle.net/11681/6159,ERDC TN,Analysis,"Bathymetry,Sediment,Hydraulics",Sediment Transport Modeling,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,LouisiaNot Applicable,"Sediment release,Deposition control",Wetlands,Deltas
E00637,L0208,old-river-control-complex-orcc,Old River Control Complex (ORCC),Two- and Three-Dimensional Numerical Simulation of Mobile-Bed Hydrodynamics and Sedimentation,2008,"Spasojevic, M, Holly, FM",https://doi.org/10.1061/9780784408148.ch15,Book,Analysis,"Bathymetry,Sediment,Hydraulics",Sediment Transport Modeling,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,"LouisiaNot Applicable,Kansas,Iowa","Sediment release,Deposition control",Not Applicable,"Deltas,Regulated rivers"
E00638,L0208,,Leavenworth Bend,Two- and Three-Dimensional Numerical Simulation of Mobile-Bed Hydrodynamics and Sedimentation,2008,"Spasojevic, M, Holly, FM",https://doi.org/10.1061/9780784408148.ch15,Book,Analysis,"Bathymetry,Sediment,Hydraulics",Sediment Transport Modeling,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,"LouisiaNot Applicable,Kansas,Iowa","Sediment release,Deposition control",Not Applicable,"Deltas,Regulated rivers"
E00639,L0208,missouri-river,Missouri River,Two- and Three-Dimensional Numerical Simulation of Mobile-Bed Hydrodynamics and Sedimentation,2008,"Spasojevic, M, Holly, FM",https://doi.org/10.1061/9780784408148.ch15,Book,Analysis,"Bathymetry,Sediment,Hydraulics",Sediment Transport Modeling,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,"LouisiaNot Applicable,Kansas,Iowa","Sediment release,Deposition control",Not Applicable,"Deltas,Regulated rivers"
E00640,L0208,coralville-dam-coralville-lake,Coralville Dam (Coralville Lake),Two- and Three-Dimensional Numerical Simulation of Mobile-Bed Hydrodynamics and Sedimentation,2008,"Spasojevic, M, Holly, FM",https://doi.org/10.1061/9780784408148.ch15,Book,Analysis,"Bathymetry,Sediment,Hydraulics",Sediment Transport Modeling,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,"LouisiaNot Applicable,Kansas,Iowa","Sediment release,Deposition control",Not Applicable,"Deltas,Regulated rivers"
E00641,L0208,saylorville-dam-saylorville-reservoir,Saylorville Dam (Saylorville Reservoir),Two- and Three-Dimensional Numerical Simulation of Mobile-Bed Hydrodynamics and Sedimentation,2008,"Spasojevic, M, Holly, FM",https://doi.org/10.1061/9780784408148.ch15,Book,Analysis,"Bathymetry,Sediment,Hydraulics",Sediment Transport Modeling,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,"LouisiaNot Applicable,Kansas,Iowa","Sediment release,Deposition control",Not Applicable,"Deltas,Regulated rivers"
E00642,L0208,red-rock-dam-lake-red-rock,Red Rock Dam (Lake Red Rock),Two- and Three-Dimensional Numerical Simulation of Mobile-Bed Hydrodynamics and Sedimentation,2008,"Spasojevic, M, Holly, FM",https://doi.org/10.1061/9780784408148.ch15,Book,Analysis,"Bathymetry,Sediment,Hydraulics",Sediment Transport Modeling,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,"LouisiaNot Applicable,Kansas,Iowa","Sediment release,Deposition control",Not Applicable,"Deltas,Regulated rivers"
E00643,L0209,niobrara-river,Niobrara River,Summary and use of selected fluvial sediment-discharge formulas,1989,"Stevens, HH, Yang, CT",https://doi.org/10.3133/wri894026,Government Report,Analysis,"Bathymetry,Sediment,Hydraulics",Sediment Transport Modeling,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Nebraska,"Sediment release,Deposition control",Upland,Regulated rivers
E00644,L0210,peace-river,Peace River,Downstream Channel Gradation in the Regulated Peace River,2015,"Ayles, CP, Church, M",https://onlinelibrary.wiley.com/doi/book/10.1002/9781118906170,Book,Analysis,"Sediment,Elevation,Channel Geometry,Channel Migration","Sediment Transport Modeling,Regression",Not Applicable,"Gravel,Sand","Bedload,Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,"semiarid Rocky Mountains,subhumid Alberta Plateau",Not Applicable,Not Applicable,Regulated rivers
E00645,L0211,mississippi-river,Mississippi River,"Large-scale Geomorphic Change in the Mississippi River from St Louis, MO, to Donaldsonville, LA, as Revealed by Specific Gage Records",2017,"Biedenharn, DS, Allison, MA, Little, CD, Thorne, CR, Watson, CC",https://usace.contentdm.oclc.org/digital/collection/p266001coll1/id/4309/,USACE Report,Analysis,"Bathymetry,Hydraulics",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Mississippi River,Not Applicable,Not Applicable,"Meandering rivers,Modified streams"
E00646,L0211,,St. Louis,"Large-scale Geomorphic Change in the Mississippi River from St Louis, MO, to Donaldsonville, LA, as Revealed by Specific Gage Records",2017,"Biedenharn, DS, Allison, MA, Little, CD, Thorne, CR, Watson, CC",https://usace.contentdm.oclc.org/digital/collection/p266001coll1/id/4309/,USACE Report,Analysis,"Bathymetry,Hydraulics",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Mississippi River,Not Applicable,Not Applicable,"Meandering rivers,Modified streams"
E00647,L0211,,MO to Donaldsonville,"Large-scale Geomorphic Change in the Mississippi River from St Louis, MO, to Donaldsonville, LA, as Revealed by Specific Gage Records",2017,"Biedenharn, DS, Allison, MA, Little, CD, Thorne, CR, Watson, CC",https://usace.contentdm.oclc.org/digital/collection/p266001coll1/id/4309/,USACE Report,Analysis,"Bathymetry,Hydraulics",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Mississippi River,Not Applicable,Not Applicable,"Meandering rivers,Modified streams"
E00648,L0211,,LA,"Large-scale Geomorphic Change in the Mississippi River from St Louis, MO, to Donaldsonville, LA, as Revealed by Specific Gage Records",2017,"Biedenharn, DS, Allison, MA, Little, CD, Thorne, CR, Watson, CC",https://usace.contentdm.oclc.org/digital/collection/p266001coll1/id/4309/,USACE Report,Analysis,"Bathymetry,Hydraulics",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Mississippi River,Not Applicable,Not Applicable,"Meandering rivers,Modified streams"
E00649,L0212,woodrow-wilson-bridge,Woodrow Wilson Bridge,"Case Histories in Soil and Rock Erosion: Woodrow Wilson Bridge, Brazos River Meander, Normandy Cliffs, and New Orleans Levees",2008,"Briaud, J-L",https://ascelibrary.org/doi/10.1061/%28ASCE%291090-0241%282008%29134%3A10%281425%29,Journal Article,Analysis,Sediment,Sediment Transport Modeling,Not Applicable,Clay,Erosion,Not Applicable,Not Applicable,Not Applicable,Yes,Structure Failure,Not Applicable,Potomac River,Not Applicable,Not Applicable,Not Applicable
E00650,L0213,brazos-river,Brazos River,"Case Histories in Soil and Rock Erosion: Woodrow Wilson Bridge, Brazos River Meander, Normandy Cliffs, and New Orleans Levees",2008,"Briaud, J-L",https://ascelibrary.org/doi/10.1061/%28ASCE%291090-0241%282008%29134%3A10%281425%29,Journal Article,Analysis,"Bathymetry,Sediment",Sediment Transport Modeling,Not Applicable,"Sand,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Yes,Structure Failure,Not Applicable,Brazos River,Not Applicable,Not Applicable,Meandering Rivers
E00651,L0214,la-pointe-du-hoc-cliffs,La Pointe du Hoc Cliffs,"Case Histories in Soil and Rock Erosion: Woodrow Wilson Bridge, Brazos River Meander, Normandy Cliffs, and New Orleans Levees",2008,"Briaud, J-L",https://ascelibrary.org/doi/10.1061/%28ASCE%291090-0241%282008%29134%3A10%281425%29,Journal Article,Analysis,Sediment,Sediment Transport Modeling,Not Applicable,,Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Structure Failure,Adaptive maNot Applicablegement",Not Applicable,English Channel,Not Applicable,Not Applicable,Not Applicable
E00652,L0215,new-orleans-levees,New Orleans levees,"Case Histories in Soil and Rock Erosion: Woodrow Wilson Bridge, Brazos River Meander, Normandy Cliffs, and New Orleans Levees",2008,"Briaud, J-L",https://ascelibrary.org/doi/10.1061/%28ASCE%291090-0241%282008%29134%3A10%281425%29,Journal Article,Analysis,Sediment,Sediment Transport Modeling,Not Applicable,"Cohesive,Sand,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Flood,Structure Failure",Not Applicable,,Not Applicable,Urban,Not Applicable
E00653,L0216,jennings-randolph-reservoir,Jennings Randolph Reservoir,"$ Sediment deposition in Jennings Randolph Reservoir, Maryland and West Virginia",1996,"Burns, M, MacArthur, R",https://acwi.gov/sos/pubs/6thFISC/6Fisc-V2/6Fsc2-10.PDF,Conference Paper,Analysis,Sediment,"Frequency Analysis,Regression",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Appalachian highlands,Not Applicable,"forestry,Mining",Not Applicable
E00654,L0217,california-and-colorado-burned-basins,California and Colorado burned basins,$ Storm rainfall conditions for floods and debris flows from recently burned areas in southwestern Colorado and southern California,2008,"Cannon, SH, Gartner, JE, Wilson, RC, Laber, JL",https://www.sciencedirect.com/science/article/pii/S0169555X07001778,Journal Article,"Planning,Analysis","Rainfall,Debris",Frequency Analysis,Flood risk,Debris,Debris,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,"Debris flow,wildfire",Western Mountains,Not Applicable,Not Applicable,Not Applicable
E00655,L0218,japan-check-dams,Japan check dams,Sabo check dams: Mountain protection systems in Japan,2004,"Chanson, H",https://www.tandfonline.com/doi/abs/10.1080/15715124.2004.9635240,Journal Article,Design,Not Applicable,Not Applicable,Not Applicable,"Woody Particles,Rock",Debris,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,"Debris flow,Earthquake,Volcanos","Steep unstable topography,Mountain",Land Management,Not Applicable,Not Applicable
E00656,L0219,,Clark County,Clark County Regional Flood Control District Hydrologic Criteria and Drainage Design Manual,1999,Clark County,http://gustfront.ccrfcd.org/pdf_arch1/hcddm/current%20manual%20(complete)/hcddm.pdf,Design Manual,Design,Hydraulics,"Hydraulic Equations,Hydraulic Modeling,Sediment Transport Modeling,Frequecy Analysis,Regression",Flood risk,"Gravel,Sand,Suspended,Debris","Bank erosion,Headcut,Suspended,Debris,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Alluvial Fans,"Desert, Mountainous",Not Applicable,Not Applicable,Not Applicable
E00657,L0219,nevada,Nevada,Clark County Regional Flood Control District Hydrologic Criteria and Drainage Design Manual,1999,Clark County,http://gustfront.ccrfcd.org/pdf_arch1/hcddm/current%20manual%20(complete)/hcddm.pdf,Design Manual,Design,Hydraulics,"Hydraulic Equations,Hydraulic Modeling,Sediment Transport Modeling,Frequecy Analysis,Regression",Flood risk,"Gravel,Sand,Suspended,Debris","Bank erosion,Headcut,Suspended,Debris,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Alluvial Fans,"Desert, Mountainous",Not Applicable,Not Applicable,Not Applicable
E00658,L0220,san-lorenzo-river,San Lorenzo River,San Lorenzo River Sedimentation Study: Numerical Model Investigation,1986,"Copeland, RR",https://usace.contentdm.oclc.org/digital/collection/p266001coll1/id/6953/rec/2,ERDC TN,"Maintenance,Analysis","Bathymetry,Sediment,Hydraulics",Sediment Transport Modeling,"Flood risk,Maintenance","Gravel,Sand",Erosion,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,,Not Applicable,Not Applicable,Modified streams
E00659,L0221,corte-madera-creek,Corte Madera Creek,"Corte Madera Creek, Marin County, California, Modified Unit 4Sedimentation Study",2000,"Copeland, RR",https://erdc-library.erdc.dren.mil/jspui/handle/11681/7463,ERDC TN,"Planning,Analysis","Bathymetry,Sediment,Hydraulics",Sediment Transport Modeling,Flood risk,"Gravel,Sand",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,,Not Applicable,Not Applicable,Modified streams
E00660,L0222,western-oregon-reservoirs,Western Oregon Reservoirs,Annual dam drawdowns evoke mixed reactions from those impacted,2025,"Wright, K",https://kval.com/news/local/annual-dam-drawdowns-evoke-mixed-reactions-from-those-impacted-turbidity-water-treatment-animal-conservation-salmon-migration-boat-ramps,News Article,Reporting,Not Applicable,Not Applicable,"Flood risk,Operations",Not Applicable,Not Applicable,Not Applicable,Yes,Yes,Not Applicable,Flood,Not Applicable,,Not Applicable,Not Applicable,Not Applicable
E00661,L0223,western-oregon-reservoirs,Western Oregon Reservoirs,Army Corps moving forward with Drawdowns in several Willamette Valley Resvoirs,2025,"Salinas, C",https://www.kezi.com/news/local/army-corps-moving-forward-with-drawdowns-in-several-willamette-valley-resvoirs/article_8658a649-0367-4e6f-9c23-1c362654610a.html,News Article,Reporting,Not Applicable,Not Applicable,"Flood risk,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Flood,Not Applicable,,Not Applicable,Not Applicable,Not Applicable
E00662,L0224,sambor-dam-proposed,Sambor Dam (proposed),Assessing Options for Managing Sediment during Design of Sambor Dam,2014,"Annandale, GW, Kaini, P, Patterson, J",https://www.renewableenergyworld.com/energy-storage/assessing-options-for-managing-sediment-during-design-of-sambor-dam/,News Article,Design,Not Applicable,Sediment Transport Modeling,Economics,Not Applicable,Reservoir Release,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Sediment Release,Not Applicable,Not Applicable
E00663,L0225,niobrara-river,Niobrara River,The Movement of Sediment in Rivers,1977,"Yang, CT",https://doi.org/10.1007/BF01449182,Journal Article,Analysis,"Water Quality,Sediment,Hydraulics","Hydraulic Equations,Laboratory Analysis,Sediment Transport Modeling,Regression",Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Nebraska,South CaroliNot Applicable,Missouri",Sediment release,Not Applicable,"Braided rivers,Meandering rivers,Regulated rivers"
E00664,L0225,mountain-creek,Mountain Creek,The Movement of Sediment in Rivers,1977,"Yang, CT",https://doi.org/10.1007/BF01449182,Journal Article,Analysis,"Water Quality,Sediment,Hydraulics","Hydraulic Equations,Laboratory Analysis,Sediment Transport Modeling,Regression",Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Nebraska,South CaroliNot Applicable,Missouri",Sediment release,Not Applicable,"Braided rivers,Meandering rivers,Regulated rivers"
E00665,L0225,middle-loup-river,Middle Loup River,The Movement of Sediment in Rivers,1977,"Yang, CT",https://doi.org/10.1007/BF01449182,Journal Article,Analysis,"Water Quality,Sediment,Hydraulics","Hydraulic Equations,Laboratory Analysis,Sediment Transport Modeling,Regression",Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Nebraska,South CaroliNot Applicable,Missouri",Sediment release,Not Applicable,"Braided rivers,Meandering rivers,Regulated rivers"
E00666,L0225,mississippi-river,Mississippi River,The Movement of Sediment in Rivers,1977,"Yang, CT",https://doi.org/10.1007/BF01449182,Journal Article,Analysis,"Water Quality,Sediment,Hydraulics","Hydraulic Equations,Laboratory Analysis,Sediment Transport Modeling,Regression",Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Nebraska,South CaroliNot Applicable,Missouri",Sediment release,Not Applicable,"Braided rivers,Meandering rivers,Regulated rivers"
E00667,L0226,east-fork-river,East Fork River,Depth-Averaged Two-Dimensional Numerical Modeling of Unsteady Flow and Nonuniform Sediment Transport in Open Channels,2004,"Wu, W",https://doi.org/10.1061/(ASCE)0733-9429(2004)130:10(1013),Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Laboratory Analysis,Regression",Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Wyoming,"Sediment release,Deposition control",Not Applicable,Not Applicable
E00668,L0227,rivers-of-new-south-wales,Rivers of New South Wales,Bankfull frequency in rivers,1968,"Woodyer, KD",https://doi.org/10.1016/0022-1694(68)90155-8,Journal Article,"Planning,Reporting,Analysis",Hydraulics,Frequency Analysis,"Flood risk,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,Australia,"Flood diversion,Deposition control",Wetlands,Not Applicable
E00669,L0228,green-river-at-warren-bridge,Green River at Warren Bridge,A method for sampling coarse river-bed material,1954,"Wolman, MG",https://doi.org/10.1029/TR035i006p00951,Journal Article,Analysis,Sediment,Regression,Not Applicable,"Gravel,Rock",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Wyoming,Pennsylvania,Maryland",Not Applicable,"Urban,Forestry",Not Applicable
E00670,L0228,wind-river,Wind River,A method for sampling coarse river-bed material,1954,"Wolman, MG",https://doi.org/10.1029/TR035i006p00951,Journal Article,Analysis,Sediment,Regression,Not Applicable,"Gravel,Rock",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Wyoming,Pennsylvania,Maryland",Not Applicable,"Urban,Forestry",Not Applicable
E00671,L0228,seneca-creek,Seneca Creek,A method for sampling coarse river-bed material,1954,"Wolman, MG",https://doi.org/10.1029/TR035i006p00951,Journal Article,Analysis,Sediment,Regression,Not Applicable,"Gravel,Rock",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Wyoming,Pennsylvania,Maryland",Not Applicable,"Urban,Forestry",Not Applicable
E00672,L0228,brandywine-creek,Brandywine Creek,A method for sampling coarse river-bed material,1954,"Wolman, MG",https://doi.org/10.1029/TR035i006p00951,Journal Article,Analysis,Sediment,Regression,Not Applicable,"Gravel,Rock",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Wyoming,Pennsylvania,Maryland",Not Applicable,"Urban,Forestry",Not Applicable
E00673,L0228,watts-branch,Watts Branch,A method for sampling coarse river-bed material,1954,"Wolman, MG",https://doi.org/10.1029/TR035i006p00951,Journal Article,Analysis,Sediment,Regression,Not Applicable,"Gravel,Rock",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Wyoming,Pennsylvania,Maryland",Not Applicable,"Urban,Forestry",Not Applicable
E00674,L0229,,Watersheds near Riesel,Sediment-yield prediction with universal equation using runoff energy factor,1975,"Williams, JR",https://upload.wikimedia.org/wikipedia/commons/e/e1/FEDLINK_-_United_States_Federal_Collection_%28IA_presentprospecti40sedi%29.pdf,Conference Paper,"Planning,Analysis","Sediment,Hydraulics",Regression,Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Texas,Sediment release,Agriculture,Not Applicable
E00675,L0229,,TX,Sediment-yield prediction with universal equation using runoff energy factor,1975,"Williams, JR",https://upload.wikimedia.org/wikipedia/commons/e/e1/FEDLINK_-_United_States_Federal_Collection_%28IA_presentprospecti40sedi%29.pdf,Conference Paper,"Planning,Analysis","Sediment,Hydraulics",Regression,Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Texas,Sediment release,Agriculture,Not Applicable
E00676,L0230,susitna-river,Susitna River,Measured total sediment loads (suspended loads and bedloads) for 93 United States streams,1989,"Williams, GP, Rosgen, DL",https://pubs.usgs.gov/of/1989/0067/report.pdf,Government Report,Reporting,"Water Quality,Sediment,Hydraulics",Frequency Analysis,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,United States,Sediment release,Not Applicable,Not Applicable
E00677,L0230,chulitna-river,Chulitna River,Measured total sediment loads (suspended loads and bedloads) for 93 United States streams,1989,"Williams, GP, Rosgen, DL",https://pubs.usgs.gov/of/1989/0067/report.pdf,Government Report,Reporting,"Water Quality,Sediment,Hydraulics",Frequency Analysis,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,United States,Sediment release,Not Applicable,Not Applicable
E00678,L0230,yentna-river,Yentna River,Measured total sediment loads (suspended loads and bedloads) for 93 United States streams,1989,"Williams, GP, Rosgen, DL",https://pubs.usgs.gov/of/1989/0067/report.pdf,Government Report,Reporting,"Water Quality,Sediment,Hydraulics",Frequency Analysis,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,United States,Sediment release,Not Applicable,Not Applicable
E00679,L0230,tanana-river,Tanana River,Measured total sediment loads (suspended loads and bedloads) for 93 United States streams,1989,"Williams, GP, Rosgen, DL",https://pubs.usgs.gov/of/1989/0067/report.pdf,Government Report,Reporting,"Water Quality,Sediment,Hydraulics",Frequency Analysis,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,United States,Sediment release,Not Applicable,Not Applicable
E00680,L0230,snake-river,Snake River,Measured total sediment loads (suspended loads and bedloads) for 93 United States streams,1989,"Williams, GP, Rosgen, DL",https://pubs.usgs.gov/of/1989/0067/report.pdf,Government Report,Reporting,"Water Quality,Sediment,Hydraulics",Frequency Analysis,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,United States,Sediment release,Not Applicable,Not Applicable
E00681,L0230,toutle-river-at-tower-rd,Toutle River at Tower Rd.,Measured total sediment loads (suspended loads and bedloads) for 93 United States streams,1989,"Williams, GP, Rosgen, DL",https://pubs.usgs.gov/of/1989/0067/report.pdf,Government Report,Reporting,"Water Quality,Sediment,Hydraulics",Frequency Analysis,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,United States,Sediment release,Not Applicable,Not Applicable
E00682,L0230,north-fork-toutle-river,North Fork Toutle River,Measured total sediment loads (suspended loads and bedloads) for 93 United States streams,1989,"Williams, GP, Rosgen, DL",https://pubs.usgs.gov/of/1989/0067/report.pdf,Government Report,Reporting,"Water Quality,Sediment,Hydraulics",Frequency Analysis,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,United States,Sediment release,Not Applicable,Not Applicable
E00683,L0230,oak-creek,Oak Creek,Measured total sediment loads (suspended loads and bedloads) for 93 United States streams,1989,"Williams, GP, Rosgen, DL",https://pubs.usgs.gov/of/1989/0067/report.pdf,Government Report,Reporting,"Water Quality,Sediment,Hydraulics",Frequency Analysis,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,United States,Sediment release,Not Applicable,Not Applicable
E00684,L0230,san-antonio-river,San Antonio River,Measured total sediment loads (suspended loads and bedloads) for 93 United States streams,1989,"Williams, GP, Rosgen, DL",https://pubs.usgs.gov/of/1989/0067/report.pdf,Government Report,Reporting,"Water Quality,Sediment,Hydraulics",Frequency Analysis,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,United States,Sediment release,Not Applicable,Not Applicable
E00685,L0230,chamise-creek,Chamise Creek,Measured total sediment loads (suspended loads and bedloads) for 93 United States streams,1989,"Williams, GP, Rosgen, DL",https://pubs.usgs.gov/of/1989/0067/report.pdf,Government Report,Reporting,"Water Quality,Sediment,Hydraulics",Frequency Analysis,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,United States,Sediment release,Not Applicable,Not Applicable
E00686,L0230,redwood-creek,Redwood Creek,Measured total sediment loads (suspended loads and bedloads) for 93 United States streams,1989,"Williams, GP, Rosgen, DL",https://pubs.usgs.gov/of/1989/0067/report.pdf,Government Report,Reporting,"Water Quality,Sediment,Hydraulics",Frequency Analysis,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,United States,Sediment release,Not Applicable,Not Applicable
E00687,L0230,sacramento-river-above-bend-bridge,Sacramento River above Bend Bridge,Measured total sediment loads (suspended loads and bedloads) for 93 United States streams,1989,"Williams, GP, Rosgen, DL",https://pubs.usgs.gov/of/1989/0067/report.pdf,Government Report,Reporting,"Water Quality,Sediment,Hydraulics",Frequency Analysis,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,United States,Sediment release,Not Applicable,Not Applicable
E00688,L0231,cache-la-poudre-river,Cache La Poudre River,Bankfull discharge of rivers,1978,"Williams, GP",https://doi.org/10.1029/WR014i006p01141,Journal Article,"Reporting,Analysis",Hydraulics,"Hydraulic Equations,Frequency Analysis,Regression",Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,United States,Not Applicable,Not Applicable,Not Applicable
E00689,L0231,elk-river,Elk River,Bankfull discharge of rivers,1978,"Williams, GP",https://doi.org/10.1029/WR014i006p01141,Journal Article,"Reporting,Analysis",Hydraulics,"Hydraulic Equations,Frequency Analysis,Regression",Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,United States,Not Applicable,Not Applicable,Not Applicable
E00690,L0231,rock-creek,Rock Creek,Bankfull discharge of rivers,1978,"Williams, GP",https://doi.org/10.1029/WR014i006p01141,Journal Article,"Reporting,Analysis",Hydraulics,"Hydraulic Equations,Frequency Analysis,Regression",Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,United States,Not Applicable,Not Applicable,Not Applicable
